kata,f1_frekuensi,f2_panjang,f3_huruf_bingung,f4_suku_kata,f5_fonem_kompleks,f6_visual,f1_frekuensi_norm,f2_panjang_norm,f3_huruf_bingung_norm,f4_suku_kata_norm,f5_fonem_kompleks_norm,f6_visual_norm,klaster,label
luput,1,5,1,2,0,0.6,0.0,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
rayuan,1,6,0,3,0,0.3333,0.0,0.1818181818181818,0.0,0.25,0.0,0.3333,0,mudah
berdua,2,6,1,3,0,0.5,0.0030211480362537,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
calonkankan,1,11,0,4,0,0.2727,0.0,0.409090909090909,0.0,0.375,0.0,0.2727,0,mudah
calon,3,5,0,2,0,0.2,0.0060422960725075,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
penghitungan,1,12,1,4,1,0.4167,0.0,0.4545454545454545,1.0,0.375,0.5,0.4167,1,sulit
kehebohan,1,9,1,4,0,0.2222,0.0,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
digulung,1,8,1,3,0,0.5,0.0,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
toples,5,6,1,2,0,0.1667,0.0120845921450151,0.1818181818181818,1.0,0.125,0.0,0.1667,1,sulit
letakkan,1,8,0,3,0,0.125,0.0,0.2727272727272727,0.0,0.25,0.0,0.125,0,mudah
gulungan,12,8,1,3,0,0.5,0.0332326283987915,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
hak,1,3,0,1,0,0.0,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0,mudah
diduga,1,6,1,3,0,0.5,0.0,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
diajukan,1,8,1,4,0,0.375,0.0,0.2727272727272727,1.0,0.375,0.0,0.375,1,sulit
sema,2,4,0,2,0,0.25,0.0030211480362537,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
kin,2,3,0,1,0,0.3333,0.0030211480362537,0.0454545454545454,0.0,0.0,0.0,0.3333,0,mudah
mendukung,1,9,1,3,0,0.6667,0.0,0.3181818181818182,1.0,0.25,0.0,0.6667,1,sulit
memintamu,1,9,0,4,0,0.5556,0.0,0.3181818181818182,0.0,0.375,0.0,0.5556,0,mudah
ha,6,2,0,1,0,0.0,0.0151057401812688,0.0,0.0,0.0,0.0,0.0,0,mudah
rus,2,3,0,1,0,0.3333,0.0030211480362537,0.0454545454545454,0.0,0.0,0.0,0.3333,0,mudah
pemimpin,1,8,1,3,0,0.625,0.0,0.2727272727272727,1.0,0.25,0.0,0.625,1,sulit
tu,1,2,0,1,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0,mudah
dibiasakan,1,10,1,5,0,0.3,0.0,0.3636363636363636,1.0,0.5,0.0,0.3,1,sulit
sosok,2,5,0,2,0,0.0,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
soekarno,3,8,0,4,0,0.125,0.0060422960725075,0.2727272727272727,0.0,0.375,0.0,0.125,0,mudah
kepercayaan,2,11,1,5,0,0.1818,0.0030211480362537,0.409090909090909,1.0,0.5,0.0,0.1818,1,sulit
dilantik,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
karno,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
rapor,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
belajarnya,1,10,1,4,0,0.2,0.0,0.3636363636363636,1.0,0.375,0.0,0.2,1,sulit
tujuh,5,5,0,2,0,0.4,0.0120845921450151,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
tabel,3,5,1,2,0,0.2,0.0060422960725075,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
diisi,1,5,1,3,0,0.2,0.0,0.1363636363636363,1.0,0.25,0.0,0.2,1,sulit
pengambilan,1,11,1,4,0,0.4545,0.0,0.409090909090909,1.0,0.375,0.0,0.4545,1,sulit
membagikannya,1,13,1,5,0,0.3846,0.0,0.5,1.0,0.5,0.0,0.3846,1,sulit
aturannya,1,9,1,4,0,0.3333,0.0,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
menja,2,5,0,2,0,0.4,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
rela,1,4,0,2,0,0.0,0.0,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
diemban,1,7,1,3,0,0.5714,0.0,0.2272727272727272,1.0,0.25,0.0,0.5714,1,sulit
memasukkan,4,10,0,4,0,0.4,0.0090634441087613,0.3636363636363636,0.0,0.375,0.0,0.4,0,mudah
menghitungnya,1,13,1,4,1,0.3846,0.0,0.5,1.0,0.375,0.5,0.3846,1,sulit
vertikal,2,8,0,3,0,0.0,0.0030211480362537,0.2727272727272727,0.0,0.25,0.0,0.0,0,mudah
kolom,4,5,0,2,0,0.2,0.0090634441087613,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
isi,2,3,0,2,0,0.0,0.0030211480362537,0.0454545454545454,0.0,0.125,0.0,0.0,0,mudah
bacakan,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
sembari,2,7,1,3,0,0.2857,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
membu,1,5,1,2,0,0.8,0.0,0.1363636363636363,1.0,0.125,0.0,0.8,1,sulit
menggoreskan,1,12,1,4,0,0.25,0.0,0.4545454545454545,1.0,0.375,0.0,0.25,1,sulit
gurunya,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
ditetapkan,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
pasalnya,2,8,1,3,0,0.25,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
skor,4,4,0,1,0,0.0,0.0090634441087613,0.0909090909090909,0.0,0.0,0.0,0.0,0,mudah
berlawan,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
melafalkan,2,10,0,4,0,0.2,0.0030211480362537,0.3636363636363636,0.0,0.375,0.0,0.2,0,mudah
berbanding,1,10,1,3,0,0.5,0.0,0.3636363636363636,1.0,0.25,0.0,0.5,1,sulit
senyum,3,6,1,2,0,0.5,0.0060422960725075,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
ikuti,3,5,0,3,0,0.2,0.0060422960725075,0.1363636363636363,0.0,0.25,0.0,0.2,0,mudah
menambah,5,8,1,3,0,0.5,0.0120845921450151,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
bertepuk,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
terisi,1,6,0,3,0,0.0,0.0,0.1818181818181818,0.0,0.25,0.0,0.0,0,mudah
selisih,1,7,0,3,0,0.0,0.0,0.2272727272727272,0.0,0.25,0.0,0.0,0,mudah
mardi,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
kapur,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
ken,1,3,0,1,0,0.3333,0.0,0.0454545454545454,0.0,0.0,0.0,0.3333,0,mudah
cang,1,4,1,1,0,0.25,0.0,0.0909090909090909,1.0,0.0,0.0,0.25,1,sulit
tipis,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
meneriakkan,1,11,0,5,0,0.2727,0.0,0.409090909090909,0.0,0.5,0.0,0.2727,0,mudah
mencomot,1,8,0,3,0,0.375,0.0,0.2727272727272727,0.0,0.25,0.0,0.375,0,mudah
debar,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
berharap,2,8,1,3,0,0.25,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
berdoa,4,6,1,3,0,0.3333,0.0090634441087613,0.1818181818181818,1.0,0.25,0.0,0.3333,1,sulit
gelengkan,1,9,1,3,0,0.2222,0.0,0.3181818181818182,1.0,0.25,0.0,0.2222,1,sulit
seakan,2,6,0,3,0,0.1667,0.0030211480362537,0.1818181818181818,0.0,0.25,0.0,0.1667,0,mudah
tertulis,2,8,0,3,0,0.125,0.0030211480362537,0.2727272727272727,0.0,0.25,0.0,0.125,0,mudah
menorehkan,1,10,0,4,0,0.3,0.0,0.3636363636363636,0.0,0.375,0.0,0.3,0,mudah
imbang,1,6,1,2,0,0.5,0.0,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
unggul,1,6,1,2,0,0.5,0.0,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
angkanya,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
punyai,1,6,1,3,0,0.5,0.0,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
mun,1,3,0,1,0,1.0,0.0,0.0454545454545454,0.0,0.0,0.0,1.0,0,mudah
mengalahkan,4,11,1,4,0,0.2727,0.0090634441087613,0.409090909090909,1.0,0.375,0.0,0.2727,1,sulit
pe,1,2,1,1,0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,1,sulit
mimpin,1,6,1,2,0,0.6667,0.0,0.1818181818181818,1.0,0.125,0.0,0.6667,1,sulit
kare,1,4,0,2,0,0.0,0.0,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
basmalah,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
barusan,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
membacanya,1,10,1,4,0,0.4,0.0,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
jantung,1,7,1,2,0,0.4286,0.0,0.2272727272727272,1.0,0.125,0.0,0.4286,1,sulit
berdebar,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
tiketnya,1,8,1,3,0,0.125,0.0,0.2727272727272727,1.0,0.25,0.0,0.125,1,sulit
bismillahirrohmanirrohim,2,24,1,9,0,0.2083,0.0030211480362537,1.0,1.0,1.0,0.0,0.2083,1,sulit
pengumu,1,7,1,3,0,0.7143,0.0,0.2272727272727272,1.0,0.25,0.0,0.7143,1,sulit
mannya,1,6,1,2,0,0.5,0.0,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
pendukung,1,9,1,3,0,0.6667,0.0,0.3181818181818182,1.0,0.25,0.0,0.6667,1,sulit
membacakan,4,10,1,4,0,0.4,0.0090634441087613,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
gannya,1,6,1,2,0,0.3333,0.0,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
su,1,2,0,1,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0,mudah
dah,1,3,1,1,0,0.3333,0.0,0.0454545454545454,1.0,0.0,0.0,0.3333,1,sulit
bersu,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
ara,1,3,0,2,0,0.0,0.0,0.0454545454545454,0.0,0.125,0.0,0.0,0,mudah
mengulangi,2,10,1,4,0,0.4,0.0030211480362537,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
rubuh,1,5,1,2,0,0.6,0.0,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
menutup,3,7,1,3,0,0.7143,0.0060422960725075,0.2272727272727272,1.0,0.25,0.0,0.7143,1,sulit
sang,12,4,1,1,0,0.25,0.0332326283987915,0.0909090909090909,1.0,0.0,0.0,0.25,1,sulit
mukanya,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
hadapannya,2,10,1,4,0,0.4,0.0030211480362537,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
hilangkan,1,9,1,3,0,0.2222,0.0,0.3181818181818182,1.0,0.25,0.0,0.2222,1,sulit
kenyataan,2,9,1,4,0,0.2222,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
sukar,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
diterimanya,1,11,1,5,0,0.2727,0.0,0.409090909090909,1.0,0.5,0.0,0.2727,1,sulit
menjelang,4,9,1,3,0,0.3333,0.0090634441087613,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
santap,1,6,1,2,0,0.3333,0.0,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
menuangkan,1,10,1,4,0,0.5,0.0,0.3636363636363636,1.0,0.375,0.0,0.5,1,sulit
nasi,8,4,0,2,0,0.25,0.0211480362537764,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
piring,4,6,1,2,0,0.3333,0.0090634441087613,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
putranya,1,8,1,3,1,0.375,0.0,0.2727272727272727,1.0,0.25,0.5,0.375,1,sulit
membujuk,1,8,1,3,0,0.625,0.0,0.2727272727272727,1.0,0.25,0.0,0.625,1,sulit
cemberut,2,8,1,3,0,0.375,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
duga,2,4,1,2,0,0.5,0.0030211480362537,0.0909090909090909,1.0,0.125,0.0,0.5,1,sulit
dihukum,1,7,1,3,0,0.5714,0.0,0.2272727272727272,1.0,0.25,0.0,0.5714,1,sulit
kecuali,2,7,0,4,0,0.1429,0.0030211480362537,0.2272727272727272,0.0,0.375,0.0,0.1429,0,mudah
gelengan,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
menyendokkan,1,12,1,4,0,0.4167,0.0,0.4545454545454545,1.0,0.375,0.0,0.4167,1,sulit
kunyahannya,1,11,1,4,0,0.3636,0.0,0.409090909090909,1.0,0.375,0.0,0.3636,1,sulit
hambar,1,6,1,2,0,0.3333,0.0,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
memasakkan,1,10,0,4,0,0.3,0.0,0.3636363636363636,0.0,0.375,0.0,0.3,0,mudah
rendang,1,7,1,2,0,0.4286,0.0,0.2272727272727272,1.0,0.125,0.0,0.4286,1,sulit
daging,1,6,1,2,0,0.3333,0.0,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
kesukaan,3,8,0,4,0,0.25,0.0060422960725075,0.2727272727272727,0.0,0.375,0.0,0.25,0,mudah
kelezatan,1,9,0,4,0,0.1111,0.0,0.3181818181818182,0.0,0.375,0.0,0.1111,0,mudah
tuntas,1,6,0,2,0,0.3333,0.0,0.1818181818181818,0.0,0.125,0.0,0.3333,0,mudah
melarang,2,8,1,3,0,0.25,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
berbohong,1,9,1,3,0,0.3333,0.0,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
berbuat,2,7,1,3,0,0.4286,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
menggeser,1,9,1,3,0,0.2222,0.0,0.3181818181818182,1.0,0.25,0.0,0.2222,1,sulit
keka,1,4,0,2,0,0.0,0.0,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
lahannya,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
dirasa,1,6,1,3,0,0.1667,0.0,0.1818181818181818,1.0,0.25,0.0,0.1667,1,sulit
penyengat,1,9,1,3,0,0.3333,0.0,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
ziarah,1,6,0,3,0,0.0,0.0,0.1818181818181818,0.0,0.25,0.0,0.0,0,mudah
raja,9,4,0,2,0,0.0,0.0241691842900302,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
ali,25,3,0,2,0,0.0,0.0725075528700906,0.0454545454545454,0.0,0.125,0.0,0.0,0,mudah
haji,5,4,0,2,0,0.0,0.0120845921450151,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
pahlawan,2,8,1,3,0,0.375,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
nasional,2,8,0,4,0,0.25,0.0030211480362537,0.2727272727272727,0.0,0.375,0.0,0.25,0,mudah
syair,1,5,0,2,1,0.0,0.0,0.1363636363636363,0.0,0.125,0.5,0.0,0,mudah
gurindam,2,8,1,3,0,0.5,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
tanjung,1,7,1,2,0,0.4286,0.0,0.2272727272727272,1.0,0.125,0.0,0.4286,1,sulit
pinang,2,6,1,2,0,0.5,0.0030211480362537,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
pasal,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
yah,6,3,0,1,0,0.0,0.0151057401812688,0.0454545454545454,0.0,0.0,0.0,0.0,0,mudah
bakhil,2,6,1,2,1,0.1667,0.0030211480362537,0.1818181818181818,1.0,0.125,0.5,0.1667,1,sulit
singgah,3,7,1,2,0,0.1429,0.0060422960725075,0.2272727272727272,1.0,0.125,0.0,0.1429,1,sulit
perom,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
gagah,6,5,0,2,0,0.0,0.0151057401812688,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
mengernyitkan,1,13,1,4,0,0.3077,0.0,0.5,1.0,0.375,0.0,0.3077,1,sulit
dahi,1,4,1,2,0,0.25,0.0,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
perompak,3,8,1,3,0,0.375,0.0060422960725075,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
hartamu,2,7,0,3,0,0.2857,0.0030211480362537,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
penjahatnya,1,11,1,4,0,0.2727,0.0,0.409090909090909,1.0,0.375,0.0,0.2727,1,sulit
gambil,1,6,1,2,0,0.3333,0.0,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
usap,1,4,1,2,0,0.5,0.0,0.0909090909090909,1.0,0.125,0.0,0.5,1,sulit
diambil,2,7,1,3,0,0.4286,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
mu,1,2,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,mudah
dapur,6,5,1,2,0,0.6,0.0151057401812688,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
menemui,1,7,0,4,0,0.5714,0.0,0.2272727272727272,0.0,0.375,0.0,0.5714,0,mudah
buatkan,2,7,1,3,0,0.4286,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
bolu,3,4,1,2,0,0.5,0.0060422960725075,0.0909090909090909,1.0,0.125,0.0,0.5,1,sulit
tahunmu,1,7,0,3,0,0.5714,0.0,0.2272727272727272,0.0,0.25,0.0,0.5714,0,mudah
membagin,1,8,1,3,0,0.5,0.0,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
sekelas,1,7,0,3,0,0.0,0.0,0.2272727272727272,0.0,0.25,0.0,0.0,0,mudah
mengisyaratkan,1,14,1,5,1,0.2143,0.0,0.5454545454545454,1.0,0.5,0.5,0.2143,1,sulit
istrinya,1,8,1,3,2,0.125,0.0,0.2727272727272727,1.0,0.25,1.0,0.125,1,sulit
memenuhi,2,8,0,4,0,0.5,0.0030211480362537,0.2727272727272727,0.0,0.375,0.0,0.5,0,mudah
permintaan,6,10,1,4,0,0.4,0.0151057401812688,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
mengucap,1,8,1,3,0,0.5,0.0,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
tamat,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
petualangan,2,11,1,5,0,0.3636,0.0030211480362537,0.409090909090909,1.0,0.5,0.0,0.3636,1,sulit
sangga,30,6,1,2,0,0.1667,0.0876132930513595,0.1818181818181818,1.0,0.125,0.0,0.1667,1,sulit
serang,3,6,1,2,0,0.1667,0.0060422960725075,0.1818181818181818,1.0,0.125,0.0,0.1667,1,sulit
om,2,2,0,1,0,0.5,0.0030211480362537,0.0,0.0,0.0,0.0,0.5,0,mudah
membelikan,2,10,1,4,0,0.4,0.0030211480362537,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
gawai,5,5,0,3,0,0.2,0.0120845921450151,0.1363636363636363,0.0,0.25,0.0,0.2,0,mudah
yeeeeee,1,7,0,6,0,0.0,0.0,0.2272727272727272,0.0,0.625,0.0,0.0,0,mudah
makasih,2,7,0,3,0,0.1429,0.0030211480362537,0.2272727272727272,0.0,0.25,0.0,0.1429,0,mudah
iqbal,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
tuit,3,4,0,2,0,0.25,0.0060422960725075,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
casan,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
rapormu,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
jelek,2,5,0,2,0,0.0,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
tantangan,3,9,1,3,0,0.3333,0.0060422960725075,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
kalo,2,4,0,2,0,0.0,0.0030211480362537,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
dibelikan,2,9,1,4,0,0.3333,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
tablet,1,6,1,2,1,0.1667,0.0,0.1818181818181818,1.0,0.125,0.5,0.1667,1,sulit
game,3,4,0,2,0,0.25,0.0060422960725075,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
bulik,3,5,1,2,0,0.4,0.0060422960725075,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
hanna,3,5,0,2,0,0.4,0.0060422960725075,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
subuh,3,5,1,2,0,0.6,0.0060422960725075,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
sampainya,1,9,1,4,0,0.3333,0.0,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
tantangannya,1,12,1,4,0,0.3333,0.0,0.4545454545454545,1.0,0.375,0.0,0.3333,1,sulit
dosen,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
diman,1,5,1,2,0,0.6,0.0,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
ga,2,2,0,1,0,0.0,0.0030211480362537,0.0,0.0,0.0,0.0,0.0,0,mudah
bosan,3,5,1,2,0,0.4,0.0060422960725075,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
memelihara,1,10,0,5,0,0.2,0.0,0.3636363636363636,0.0,0.5,0.0,0.2,0,mudah
damar,6,5,1,2,0,0.4,0.0151057401812688,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
kak,37,3,0,1,0,0.0,0.1087613293051359,0.0454545454545454,0.0,0.0,0.0,0.0,0,mudah
kenalkan,1,8,0,3,0,0.25,0.0,0.2727272727272727,0.0,0.25,0.0,0.25,0,mudah
uhhh,1,4,0,1,0,0.25,0.0,0.0909090909090909,0.0,0.0,0.0,0.25,0,mudah
nyamuk,1,6,1,2,0,0.5,0.0,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
kamarku,1,7,0,3,0,0.2857,0.0,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
kukuruyuk,1,9,0,4,0,0.4444,0.0,0.3181818181818182,0.0,0.375,0.0,0.4444,0,mudah
petok,3,5,1,2,0,0.2,0.0060422960725075,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
kangen,2,6,1,2,0,0.3333,0.0030211480362537,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
sikat,1,5,0,2,0,0.0,0.0,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
nambah,1,6,1,2,0,0.5,0.0,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
makannya,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
sehari,5,6,0,3,0,0.0,0.0120845921450151,0.1818181818181818,0.0,0.25,0.0,0.0,0,mudah
pengusaha,1,9,1,4,0,0.3333,0.0,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
sepuasnya,2,9,1,4,0,0.3333,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
ooo,2,3,0,3,0,0.0,0.0030211480362537,0.0454545454545454,0.0,0.25,0.0,0.0,0,mudah
kau,6,3,0,2,0,0.3333,0.0151057401812688,0.0454545454545454,0.0,0.125,0.0,0.3333,0,mudah
mengajakku,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
ayammu,1,6,0,3,0,0.5,0.0,0.1818181818181818,0.0,0.25,0.0,0.5,0,mudah
penjual,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
sukses,1,6,0,2,0,0.1667,0.0,0.1818181818181818,0.0,0.125,0.0,0.1667,0,mudah
menjual,2,7,0,3,0,0.4286,0.0030211480362537,0.2272727272727272,0.0,0.25,0.0,0.4286,0,mudah
telurnya,5,8,1,3,0,0.25,0.0120845921450151,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
masukkan,1,8,0,3,0,0.375,0.0,0.2727272727272727,0.0,0.25,0.0,0.375,0,mudah
kandang,1,7,1,2,0,0.4286,0.0,0.2272727272727272,1.0,0.125,0.0,0.4286,1,sulit
lebat,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
percobaan,2,9,1,4,0,0.3333,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
hiatttt,1,7,0,2,0,0.0,0.0,0.2272727272727272,0.0,0.125,0.0,0.0,0,mudah
tangkapnya,1,10,1,3,0,0.3,0.0,0.3636363636363636,1.0,0.25,0.0,0.3,1,sulit
memperhatikanku,1,15,1,6,0,0.3333,0.0,0.5909090909090909,1.0,0.625,0.0,0.3333,1,sulit
kerjanya,1,8,1,3,0,0.125,0.0,0.2727272727272727,1.0,0.25,0.0,0.125,1,sulit
aldi,1,4,1,2,0,0.25,0.0,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
temanku,2,7,0,3,0,0.4286,0.0030211480362537,0.2272727272727272,0.0,0.25,0.0,0.4286,0,mudah
kelereng,5,8,1,3,0,0.125,0.0120845921450151,0.2727272727272727,1.0,0.25,0.0,0.125,1,sulit
rafa,1,4,0,2,0,0.0,0.0,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
kelerengku,4,10,1,4,0,0.2,0.0090634441087613,0.3636363636363636,1.0,0.375,0.0,0.2,1,sulit
juaranya,1,8,1,4,0,0.25,0.0,0.2727272727272727,1.0,0.375,0.0,0.25,1,sulit
kukalahkan,1,10,0,4,0,0.2,0.0,0.3636363636363636,0.0,0.375,0.0,0.2,0,mudah
ronde,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
tidaaak,2,7,1,4,0,0.1429,0.0030211480362537,0.2272727272727272,1.0,0.375,0.0,0.1429,1,sulit
meleset,1,7,0,3,0,0.1429,0.0,0.2272727272727272,0.0,0.25,0.0,0.1429,0,mudah
yeee,1,4,0,3,0,0.0,0.0,0.0909090909090909,0.0,0.25,0.0,0.0,0,mudah
